bookID,title,authors,rating,num_pages,year,
3479,Cat in the Dark (Joe Grey  #4),George Smoot/Keay Davidson,3.83,223,2000,
3480,The Source,George Stalk Jr./Rob Lachenauer/Robert Lachenauer/John  Butman,3.83,223,2000,
3481,Hawaii,George Sullivan,3.83,223,2000,
3482,Chesapeake,George Washington,3.83,224,2000,
3483,Caravans,Georges Bataille,3.83,224,2000,
3484,Iberia,Georges Bataille/Mary Dalwood,3.83,224,2000,
3485,Centennial,Georges Perec,3.83,224,2000,
3486,Carrie (Biblioteca de Stephen King. 102  8),Georges Perec/David Bellos,3.83,224,2000,
3487,Carrie,Georges Perec/David Bellos/Andrew Leak,3.83,224,2000,
3488,The Shining,Georges Perec/Gilbert Adair,3.83,224,2000,
3489,The Shining,Georges Perec/John Sturrock,3.83,224,2000,
3490,The Shining,Georges Simenon,3.83,224,2000,
3491,Marley & Me: Life and Love with the World's Worst Dog,Georges Simenon,3.83,224,2000,
3492,Marley and Me: Life and Love With the World's Worst Dog,Georges Simenon,3.83,224,2000,
3493,Wuthering Heights,Georges Simenon,3.83,224,2000,
3494,Brodie's notes on Aldous Huxley's brave new world,Georges Simenon,3.83,224,2000,
3495,The Moon Is Down,Georges Simenon/Anna Moschovakis/John N. Gray,3.83,224,2000,
3496,Ride the Moon Down,Georges Simenon/David Watson,3.83,224,2000,
3497,Drawing Down the Moon: Witches  Druids  Goddess-Worshippers  and Other Pagans in America,Georges Simenon/Eileen Ellenbogen,3.83,224,2000,
3498,Sing Down the Moon,Georges Simenon/Lyn Moir,3.83,224,2000,
3499,Light in August,Georges Simenon/Marc Romano/D. Thin/Luc Sante,3.83,224,2000,
3500,The Transit of Venus,Georges Simenon/Marc Romano/William T. Vollmann,3.83,224,2000,
3501,Kingsblood Royal,Georges Simenon/P.D. James/Geoffrey Sainsbury/David Watson,3.83,224,2000,
3502,Swann's Way (In Search of Lost Time  #1),Georges Simenon/Robert Baldick,3.83,224,2000,
3503,Swann's Way (Remembrance of Things Past  #1),Georgette Heyer,3.83,224,2000,
3504,Swann's Way (Remembrance of Things Past  #1),Georgette Heyer,3.83,224,2000,
3505,Lady of the Lake,Georgette Heyer,3.83,224,2000,
3506,A Kiss Before Dying,Georgette Heyer,3.83,224,2000,
3507,A Kiss Before Dying (Sweet Valley High  #122),Georgette Heyer,3.83,224,2000,
3508,The Satanic Verses,Georgette Heyer,3.83,224,2000,
3509,The City of Falling Angels,Georgette Heyer,3.83,224,2000,
3510,Falling Angel,Georgette Heyer,3.83,224,2000,
3511,Falling Angels (Luc Actar #1),Georgette Heyer/Joan Wolf,3.83,224,2000,
3512,The Collaborator: The Trial and Execution of Robert Brasillach,Georgette Heyer/Kay Hooper,3.83,224,2000,
3513,Ulysses,Georgina Grey,3.83,224,2000,
3514,The Crazed,Gerald Posner,3.83,224,2000,
3515,Chickenhawk: Back in the World Again: Life After Vietnam,Geraldine Brooks,3.83,224,2000,
3516,Nuns and Soldiers,Geraldine Brooks,3.83,224,2000,
3517,Sir Gawain And The Green Knight,Geraldine Brooks,3.83,224,2000,
3518,Cliffs Notes on Wiesel's Night,Geraldine McCaughrean/Scott M. Fischer,3.83,224,2000,
3519,The Night Trilogy: Night  Dawn  the Accident,Geraldine McCaughrean/Victor G. Ambrus/Herman Melville,3.83,224,2000,
3520,Strong Motion,Geraldine McCaughrean/Victor G. Ambrus/Herman Melville,3.83,224,2000,
3521,How to Be Alone,Geraldine Pinch,3.83,224,2000,
3522,The Twenty-Seventh City,Gertrude Chandler Warner,3.83,224,2000,
3523,Second Ring of Power,Gertrude Chandler Warner/Charles Tang,3.83,224,2000,
3524,The Active Side of Infinity,Gertrude Stein,3.83,224,2000,
3525,Journey to Ixtlan,Gertrude the Great/Gertrud Jaron Lewis,3.83,224,2000,
3526,The Wheel of Time: The Shamans of Mexico Their Thoughts About Life Death & the Universe,Gia Bathory Al Babel,3.83,224,2000,
3527,Power of Silence,Giada De Laurentiis,3.83,224,2000,
3528,Tales of Power,Giada De Laurentiis/Victoria Pearson,3.83,224,2000,
3529,Fire from Within,Giada De Laurentiis/Victoria Pearson,3.83,224,2000,
3530,The Art of Dreaming,Giles Andreae/Guy Parker-Rees/Hugh Laurie,3.83,224,2000,
3531,The Best Stories of Fyodor Dostoevsky,Gill Harvey/Jonathan Swift,3.83,224,2000,
3532,The Best Short Stories,Gilles Deleuze/Félix Guattari/Franz Kafka,3.83,224,2000,
3533,Demons,Gilles Deleuze/Michael Hardt,3.83,224,2000,
3534,The Idiot,Gilles Deleuze/Richard Howard,3.83,224,2000,
3535,Great Short Works of Fyodor Dostoevsky,Gillian Avery,3.83,224,2000,
3536,The Idiot,Gillian Avery/Everyman's Library/Thomas Benwick,3.83,224,2000,
3537,Celtic Tree Mysteries: Practical Druid Magic & Divination,Giorgio De Santillana/Hertha Von Dechend,3.83,224,2000,
3538,Rebecca,Girolamo Cardano/Jean Stoner/Anthony Grafton,3.83,224,2000,
3539,Betraying Spinoza: The Renegade Jew Who Gave Us Modernity,Giuliana DePandi,3.83,224,2000,
3540,Shadow of the Moon (Moon #5),Giuliano Hazan/Marcella Hazan/Dana Gallagher,3.83,224,2000,
3541,Black Lamb and Grey Falcon,Glen David Gold,3.83,224,2000,
3542,Operation Shylock: A Confession,Glenn M. Schwartz,3.83,224,2000,
3543,Operation Shylock. Ein Bekenntnis,Glenn Yeffeth/Don DeBrandt/Cory Doctorow/Bruce Bethke/Adam Roberts/Lawrence Watt-Evans/Selina Rosen/Mark W. Tiedemann/Jacqueline Carey/Susan Sizemore/Vox Day/Stephen Baxter/A.M. Dellamonica/Marguerite Krause/John Shirley/Adam-Troy Castro/Amy Berner/Maria  Alexander/Marie-Catherine Caillava/Mike Byrne,3.83,224,2000,
3544,Lost in the Funhouse,Gloria Goldreich,3.83,224,2000,
3545,CliffsNotes on Faulkner's As I Lay Dying (Cliffs Notes),Gloria Goldreich,3.83,224,2000,
3546,The Sound and the Fury  As I Lay Dying  Sanctuary  Intruder in the Dust,Gloria Naylor,3.83,224,2000,
3547,CliffsNotes on Faulkner's Absalom  Absalom!,Gonzague Saint Bris/Arthur C. Clarke/Stéphane Heuet/Helen Marx/Saint-Bris Gonzague,3.83,224,2000,
3548,The Aeneid,Good Housekeeping/Zoe Coulson,3.83,224,2000,
3549,The Aeneid,Gordon Bowker,3.83,224,2000,
3550,The Aeneid,Gordon Dahlquist,3.83,224,2000,
3551,Aeneid,Gordon Korman,3.83,224,2000,
3552,Virgil  Vol 2: Aeneid Books 7-12  Appendix Vergiliana,Gordon Korman,3.83,224,2000,
3553,The Castle of Otranto,Gordon Korman,3.83,224,2000,
3554,The Castle of Otranto,Gordon Korman,3.83,224,2000,
3555,Messenger (The Giver  #3),Gordon Korman,3.83,224,2000,
3556,Gossamer,Gordon Korman,3.83,224,2000,
3557,Anastasia on Her Own (Anastasia Krupnik  #5),Gordon Korman,3.83,224,2000,
3558,Stay!: Keeper's Story,Gordon Korman,3.83,224,2000,
3559,Gathering Blue (The Giver  #2),Gordon Korman,3.83,224,2000,
3560,See You Around  Sam! (Sam Krupnik  #3),Gordon Korman,3.83,224,2000,
3561,King Lear,Gordon Korman,3.83,224,2000,
3562,King Lear,Gordon Korman,3.83,224,2000,
3563,King Lear,Gordon Korman,3.83,224,2000,
3564,King Lear,Gordon Korman,3.83,224,2000,
3565,The Turn of the Screw (Norton Critical Edition),Gordon Korman,3.83,224,2000,
3566,The Turn of the Screw and The Aspern Papers,Gordon Korman,3.83,224,2000,
3567,The Turn of the Screw and Other Short Fiction,Gordon Korman,3.83,224,2000,
3568,The Turn of the Screw,Gordon Korman,3.83,224,2000,
3569,Much Ado about Nothing,Gordon Korman,3.83,224,2000,
3570,Much Ado About Nothing,Gordon Korman,3.83,224,2000,
3571,Much Ado about Nothing (Oxford School Shakespeare),Gordon Korman,3.83,224,2000,
3572,Much Ado about Nothing,Gordon Korman,3.83,224,2000,
3573,Much Ado about Nothing,Gordon Korman/Holter Graham,3.83,224,2000,
3574,Winter's Tale,Gordon S. Wood,3.83,224,2000,
3575,Winter's Tales,Gordon S. Wood,3.83,224,2000,
3576,Twelfth Night,Gordon S. Wood,3.83,224,2000,
3577,Twelfth Night,Gore Vidal,3.83,224,2000,
3578,Twelfth Night,Gore Vidal,3.83,224,2000,
3579,Tempest (Star Wars: Legacy of the Force  #3),Gore Vidal,3.83,224,2000,
3580,Red: Passion and Patience in the Desert,Gore Vidal,3.83,224,2000,
3581,Hamlet  The Texts of 1603 and 1623,Gore Vidal,3.83,224,2000,
3582,Hamlet's Dresser: A Memoir,Gore Vidal,3.83,224,2000,
3583,The Hamlet,Gotthold Ephraim Lessing,3.83,224,2000,
3584,Othello,Govind Armstrong/Lisa Romerein/Tyler Florence,3.83,224,2000,
3585,Othello,Graham Chapman/Eric Idle/Terry Gilliam/John Cleese/Terry Jones/Michael Palin/Roger Wilmut,3.83,224,2000,
3586,Othello,Graham Chapman/John Cleese/Terry Gilliam/Eric Idle/Terry Jones/Michael Palin,3.83,224,2000,
3587,Julius Caesar,Graham Chapman/John Cleese/Terry Gilliam/Eric Idle/Terry Jones/Michael Palin/Bob McCabe,3.83,224,2000,
3588,Julius Caesar,Graham Greene,3.83,224,2000,
3589,Julius Caesar,Graham Greene,3.83,224,2000,
3590,Julius Caesar,Graham Greene,3.83,224,2000,
3591,Cliffsnotes on Shakespeare's Henry IV  Part 1,Graham Greene,3.83,224,2000,
3592,King Henry IV  Part 1,Graham Greene/Christopher Hitchens,3.83,224,2000,
3593,Alice in Wonderland,Graham Greene/John Clark Pratt,3.83,224,2000,
3594,Alice In Wonderland,Graham Greene/John Updike,3.83,224,2000,
3595,The Alexandria Quartet  (The Alexandria Quartet #1-4),Graham Greene/Monica Ali,3.83,224,2000,
3596,Justine (The Alexandria Quartet #1),Graham Greene/Paul Theroux,3.83,224,2000,
3597,Clea (The Alexandria Quartet #4),Graham Greene/Pico Iyer,3.83,224,2000,
3598,Siddhartha,Graham Greene/Robert  Stone,3.83,224,2000,
3599,Kate Vaiden,Graham Greene/Zadie Smith,3.83,224,2000,
3600,The Social Contract and The First and Second Discourses,Graham Hancock,3.83,224,2000,
3601,Nature Girl,Graham Handley,3.83,224,2000,
3602,Stormy Weather,Graham Masterton,3.83,224,2000,
3603,Skin Tight (Mick Stranahan  #1),Graham Masterton,3.83,224,2000,
3604,Basket Case,Graham Masterton,3.83,224,2000,
3605,Tourist Season,Graham Masterton,3.83,224,2000,
3606,Sick Puppy,Graham Masterton,3.83,224,2000,
3607,Flush,Graham McNeill,3.83,224,2000,
3608,Double Whammy (Skink #1),Grant Morrison/Chris Weston/Gary Erskine,3.83,224,2000,
3609,Naked Came the Manatee,Grant Morrison/Chris Weston/Ivan Reis,3.83,224,2000,
3610,Strip Tease,Grant Morrison/Dave McKean,3.83,224,2000,
3611,Basket Case,Grant Morrison/Duncan Fegredo,3.83,224,2000,
3612,A Carl Hiaasen Collection: Stormy Weather  Tourist Season  and  Strip Tease,Grant Morrison/Frank Quitely,3.83,224,2000,
3613,Skinny Dip (Mick Stranahan #2),Grant Morrison/Frank Quitely,3.83,224,2000,
3614,Hoot,Grant Morrison/Frank Quitely,3.83,224,2000,
3615,Suburban Nation: The Rise of Sprawl and the Decline of the American Dream,Grant Morrison/Frank Quitely/Rafael De la Iglesia,3.83,224,2000,
3616,The Bible Cure For Diabetes,Grant Morrison/Howard Porter/John Dell,3.83,224,2000,
3617,The Celestine Prophecy: A Pocket Guide to the Nine Insights,Grant Morrison/Jon J. Muth,3.83,224,2000,
3618,The Tenth Insight: Holding the Vision (Celestine Prophecy  #2),Grant Morrison/Klaus Janson,3.83,224,2000,
3619,The Celestine Prophecy,Grant Morrison/Marc Silvestri,3.83,224,2000,
3620,The Celestine Prophecy: An Experiential Guide,Grant Morrison/Marc Silvestri/Chris Bachalo/John Paul Leon/Frank Quitely/Leinil Francis Yu/Igor Kordey/Ethan Van Sciver/Keron Grant/Tom Derenick/Phil Jimenez,3.83,224,2000,
3621,Zen and the Art of Motorcycle Maintenance: An Inquiry Into Values,Grant Morrison/Phil Jimenez/John Stokes,3.83,224,2000,
3622,The Dark Side Of Genius: The Life Of Alfred Hitchcock,Grant Morrison/Phil Jimenez/John Stokes,3.83,224,2000,
3623,Enchantment: The Life of Audrey Hepburn,Grant Morrison/Phil Jimenez/John Stokes/Tommy Lee Edwards/Paul Johnson/Steve Yeowell/Dick Giordano/Mark Buckingham/Mark Pennington,3.83,224,2000,
3624,Marilyn Monroe: The Biography,Grant Morrison/Philip Bond/D'Israeli/Daniel Vozzo,3.83,224,2000,
3625,Cross (Alex Cross  #12),Grant Morrison/Philip Bond/Warren Pleece/Sean Phillips/Jay Stephens/Frank Quitely/Steve Yeowell,3.83,224,2000,
3626,Judge & Jury,Grant Morrison/Richard Case/Doug Braithwaite/Scott Hanna/Carlos Garzon/John Nyberg,3.83,224,2000,
3627,The 6th Target (Women's Murder Club  #6),Grant Morrison/Richard Case/Ken Steacy/Stan Woch/Philip Bond/Mark McKenna/Scott Hanna,3.84,224,2000,
3628,The Quickie,Grant Morrison/Richard Case/Mike Dringenberg/Mark McKenna/Jamie Hewlett/Steve Yeowell/Rian Hughes,3.84,224,2000,
3629,You've Been Warned,Grant Morrison/Ryan Sook/Mick Gray/Frazer Irving/J.H. Williams III/Simone Bianchi/Cameron Stewart,3.84,224,2000,
3630,2nd Chance (Women's Murder Club  #2),Grant Morrison/Steve Yeowell/Jill Thompson/Dennis Cramer/Peter Milligan,3.84,224,2000,
3631,1st to Die (Women's Murder Club  #1),Grant R. Osborne,3.84,224,2000,
3632,Season of the Machete,Graydon Carter/Tom Ford/Anna Wintour/Bridget Foley,3.84,224,2000,
3633,School's Out—Forever (Maximum Ride  #2),Greg  Taylor,3.84,224,2000,
3634,Jack & Jill (Alex Cross  #3),Greg Behrendt/Amiira Ruotola (-Behrendt),3.84,224,2000,
3635,The Midnight Club,Greg Behrendt/Liz Tuccillo,3.84,224,2000,
3636,Cat & Mouse (Alex Cross #4),Greg Cox/Danny McBride/Len Wiseman/Kevin Grevioux,3.84,224,2000,
3637,Pop Goes the Weasel (Alex Cross  #5),Greg Cox/Len Wiseman/Kevin Grevioux,3.84,224,2000,
3638,Roses Are Red (Alex Cross  #6),Greg Iles,3.84,224,2000,
3639,Along Came a Spider (Alex Cross  #1),Greg Iles,3.84,224,2000,
3640,Black Friday,Greg Iles,3.84,224,2000,
3641,Honeymoon (Honeymoon  #1),Greg Iles,3.84,224,2000,
3642,Kiss the Girls (Alex Cross  #2),Greg Iles,3.84,224,2000,
3643,The Thomas Berryman Number,Greg Iles,3.84,224,2000,
3644,London Bridges (Alex Cross  #10),Greg Keyes/J. Gregory Keyes,3.84,224,2000,
3645,The Angel Experiment (Maximum Ride  #1),Greg Tang/Heather Cahoon,3.84,224,2000,
3646,3rd Degree (Women's Murder Club  #3),Gregg Olsen,3.84,224,2000,
3647,The Jester,Gregory Bassham/Eric Bronson,3.84,224,2000,
3648,See How They Run,Gregory Maguire,3.84,224,2000,
3649,Miracle on the 17th Green (Travis McKinley  #1),Gregory Maguire,3.84,224,2000,
3650,When the Wind Blows (When the Wind Blows  #1),Gregory Maguire,3.84,224,2000,
3651,SantaKid,Gregory Maguire/Claudia Conde,3.84,224,2000,
3652,A Little Prairie House,Gregory Maguire/Diana Bryan,3.84,224,2000,
3653,Private Parts,Gregory Maguire/Dirk Zimmer,3.84,224,2000,
3654,The Private Parts of Women,Gregory Maguire/Douglas Smith,3.84,224,2000,
3655,Green Arrow  Vol. 1: Quiver,Gregory Maguire/Douglas Smith,3.84,224,2000,
3656,Quiver,Gregory Maguire/Douglas Smith/Jelena Bojić,3.84,224,2000,
3657,A Quiver Full of Arrows,Gregory Maguire/Elaine Clayton,3.84,224,2000,
3658,Celebrations: Rituals of Peace and Prayer,Gregory Maguire/Elaine Clayton,3.84,224,2000,
3659,The Collected Autobiographies of Maya Angelou,Gregory Maguire/Elaine Clayton,3.84,224,2000,
3660,Wouldn't Take Nothing for My Journey Now,Gregory Maguire/Elaine Clayton,3.84,224,2000,
3661,And Still I Rise,Gregory Maguire/Mechtild Sandberg-Ciletti,3.84,224,2000,
3662,Life Doesn't Frighten Me,Gretchen Moran Laskas,3.84,224,2000,
3663,Cumbres borrascosas,Grif Stockley,3.84,224,2000,
3664,Dreaming in Pictures: The Photography,Gus Russo,3.84,224,2000,
3665,Lewis Carroll's Jabberwocky: A Book of Brillig Dioramas,Gus Van Sant/Tom Robbins,3.84,224,2000,
3666,The Collected Short Stories of Maxim Gorky,Gustave Flaubert/Donada  Peters,3.84,224,2000,
3667,Name Dropping,Gustave Flaubert/Douglas Parmée,3.84,224,2000,
3668,Many Luscious Lollipops: A Book About Adjectives,Gustave Flaubert/Francis Steegmuller,3.84,224,2000,
3669,What Was She Thinking? [Notes on a Scandal],Gustave Flaubert/Geoffrey Wall/Michèle Roberts,3.84,224,2000,
3670,Night of Long Shadows (Eberron: Inquisitives  #2),Gustave Flaubert/Αχιλλέας Κυριακίδης/Mark Polizzotti/Raymond Queneau,3.84,224,2000,
3671,Poetics,Gustave Flaubert/Margaret Cohen/Eleanor Marx,3.84,224,2000,
3672,Poetics of Music in the Form of Six Lessons,Gustave Flaubert/Robert Baldick/Geoffrey Wall,3.84,224,2000,
3673,An Introduction to the Old Testament Poetic Books,Gustave Flaubert/Roger Whitehouse/Geoffrey Wall,3.84,224,2000,
3674,Mondrian,Gustave Le Bon/Charles Mackay,3.84,224,2000,
3675,Writings on Art,Guy Kawasaki,3.84,224,2000,
3676,The Legacy of Mark Rothko,Guy Ogilvy,3.84,224,2000,
3677,Mark Rothko,Guy W. Jones/Sally Moomaw,3.84,224,2000,
3678,Mark Rothko  1903 1970,Gwen Moran,3.84,224,2000,
3679,A World of Art,Gwyn Hyman Rubio,3.84,224,2000,
3680,Olympian Odes. Pythian Odes,Gwynne Forster/Donna Hill/Parry A. Brown,3.84,225,2000,
3681,The Odes,H. Jay Riker,3.84,225,2000,
3682,The Odes and Selected Fragments,H. Jay Riker,3.84,225,2000,
3683,Nemean Odes. Isthmian Odes. Fragments,H. Rider Haggard,3.84,225,2000,
3684,Sabriel (Abhorsen  #1),H.G. Bissinger,3.84,225,2000,
3685,Euripides 3: Alcestis/Daughters of Troy/The Phoenician Women/Iphigenia at Aulis/Rhesus,H.G. Wells,3.84,225,2000,
3686,Eragon: Prima Official Game Guide,H.G. Wells,3.84,225,2000,
3687,Battlefield of the Mind: Winning the Battle in Your Mind,H.G. Wells,3.84,225,2000,
3688,A Lady At Last (deWarenne Dynasty  #7),H.G. Wells,3.84,225,2000,
3689,James Joyce's Ulysses,H.G. Wells,3.84,225,2000,
3690,A Complicated Kindness,H.G. Wells,3.84,225,2000,
3691,A Complicated Kindness (Bookclub-In-A-Box),H.G. Wells,3.84,226,2000,
3692,Race of Scorpions (The House of Niccolo  #3),H.G. Wells/Arthur C. Clarke,3.84,226,2000,
3693,Vinyl Cafe Odd Jobs,H.G. Wells/Barbara A. Turner,3.84,226,2000,
3694,Vinyl Cafe Coast to Coast Story Service,H.G. Wells/Christopher Priest,3.84,226,2000,
3695,Vinyl Cafe Diaries (Vinyl Cafe  #4),H.G. Wells/Cynthia Brantley Johnson/Benjamin Beard,3.84,226,2000,
3696,Checkmate (Tom Clancy's Splinter Cell  #3),H.G. Wells/E.F. Bleiler,3.84,226,2000,
3697,Operation Barracuda (Tom Clancy's Splinter Cell  #2),H.G. Wells/Edward Mendelson/Patrick Parrinder,3.84,226,2000,
3698,Splinter Cell (Tom Clancy's Splinter Cell  #1),H.G. Wells/George Gesner,3.84,226,2000,
3699,Dark Visions,H.G. Wells/Gregory Claeys/Francis Wheen,3.84,226,2000,
3700,Ancilla to the Pre-Socratic Philosophers,H.G. Wells/John Clute,3.84,226,2000,
3701,The Presocratics,H.G. Wells/John R. Hammond,3.84,226,2000,
3702,The Presocratic Philosophers,H.G. Wells/Leon Stover,3.84,227,2000,
3703,Presocratic Philosophy: A Very Short Introduction,H.G. Wells/Melvin Burgess,3.84,227,2000,
3704,The Presocratic Philosophers,H.G. Wells/Patrick Parrinder/Steven McLean/Marina Warner,3.84,227,2000,
3705,The First Philosophers: The Presocratics and Sophists,H.G. Wells/Ursula K. Le Guin,3.84,227,2000,
3706,Skeleton Crew,H.P. Lovecraft,3.84,227,2000,
3707,Night Shift,H.P. Lovecraft,3.84,227,2000,
3708,The Talisman,H.P. Lovecraft/August Derleth/E. Hoffmann Price,3.84,227,2000,
3709,El retrato de Rose Madder,H.P. Lovecraft/August Derleth/Robert Bloch,3.84,227,2000,
3710,The Dark Half,H.P. Lovecraft/Barbara Hambly,3.84,227,2000,
3711,La Milla Verde,H.P. Lovecraft/China Miéville/S.T. Joshi,3.84,227,2000,
3712,Storm of the Century,H.P. Lovecraft/E. Hoffmann Price/Neil Gaiman,3.84,227,2000,
3713,Girls Think of Everything: Stories of Ingenious Inventions by Women,H.P. Lovecraft/James Turner/S.T. Joshi/August Derleth,3.84,227,2000,
3714,How Dogs Think: What the World Looks Like to Them and Why They Act the Way They Do,H.P. Lovecraft/Joyce Carol Oates,3.84,227,2000,
3715,The How to Think Like Leonardo da Vinci Workbook: Your Personal Companion to How to Think Like Leonardo da Vinci,H.P. Lovecraft/Lin Carter,3.84,227,2000,
3716,Brit-Think  Ameri-Think: A Transatlantic Survival Guide,H.P. Lovecraft/Peter Straub,3.84,227,2000,
3717,What You Think of Me Is None of My Business,H.R. Giger/Kathi Christen/Adrienne Theimer/Ernst  Fuchs,3.84,227,2000,
3718,Think on These Things,H.W. Brands,3.84,227,2000,
3719,Think Like a Cat: How to Raise a Well-Adjusted Cat—Not a Sour Puss,Ha Jin,3.84,227,2000,
3720,Think Like a Guy: How to Get a Guy by Thinking Like One,Ha Jin,3.84,227,2000,
3721,How to Think Theologically,Ha Jin,3.84,227,2000,
3722,JoJo's Bizarre Adventure  Vol. 6 (Stardust Crusaders  #6),Ha Jin,3.84,227,2000,
3723,JoJo's Bizarre Adventure  Vol. 4 (Stardust Crusaders  #4),Ha Jin,3.84,227,2000,
3724,JoJo's Bizarre Adventure  Vol. 5 (Stardust Crusaders  #5),Ha Jin,3.84,228,2000,
3725,JoJo's Bizarre Adventure  Vol. 7 (Stardust Crusaders  #7),Ha Jin,3.84,228,2000,
3726,Jojo's Bizarre Adventure  Tome 4: Dans la salle du dragon à deux têtes (Phantom Blood  #4),Ha Jin/季思聰,3.84,228,2000,
3727,JoJo's Bizarre Adventure  Vol. 8 (Stardust Crusaders  #8),Hélène Greven-Borde,3.84,228,2000,
3728,Jojo's Bizarre Adventure  Tome 17: L'Amoureux terrible (Stardust Crusaders  #5),Hailey Abbott/Melissa de la Cruz/Aimee Friedman/Nina Malkin,3.84,228,2000,
3729,Jojo's Bizarre Adventure  Tome 6: Jojo contre la forme de vie ultime (Battle Tendency  #1),Halldór Laxness/James Anderson Thompson,3.84,228,2000,
3730,Fevre Dream,Halldór Laxness/Magnus Magnusson,3.84,228,2000,
3731,The Hedge Knight (The Tales of Dunk and Egg  #1),Halldór Laxness/Magnus Magnusson,3.84,228,2000,
3732,A Clash of Kings (A Song of Ice and Fire  #2),Halldór Laxness/Magnus Magnusson,3.84,228,2000,
3733,Tuf Voyaging,Halldór Laxness/Magnus Magnusson/Jane Smiley,3.84,228,2000,
3734,Jack of Kinrowan: Jack the Giant-Killer / Drink Down the Moon,Halldór Laxness/Philip Roughton/Adam Haslett,3.84,228,2000,
3735,Lies My Teacher Told Me: Everything Your History Textbook Got Wrong,Hania Czajkowski,3.84,228,2000,
3736,Lies My Teacher Told Me about Christopher Columbus: What Your History Books Got Wrong,Hanif Kureishi,3.84,228,2000,
3737,C.G. Jung and Hermann Hesse: A Book of Two Friendships,Hanif Kureishi,3.84,228,2000,
3738,The Journey to the East,Hannah  Green/Joanne Greenberg,3.84,228,2000,
3739,Son of a Witch (The Wicked Years  #2),Hannah  Green/Joanne Greenberg,3.84,228,2000,
3740,March,Hannah Arendt,3.84,228,2000,
3741,Foreign Correspondence: A Pen Pal's Journey from Down Under to All Over,Hannah Arendt/Joanna Vecchiarelli Scott/Judith Chelius Stark,3.84,228,2000,
3742,Jojo's Bizarre Adventure  Tome 1: Dio  L'envahisseur (Phantom Blood  #1),Hannah Hurnard,3.84,228,2000,
3743,Jojo's Bizarre Adventure  Tome 19: La Lampe Magique (Stardust Crusaders  #7),Hans Blumenberg,3.84,228,2000,
3744,Jojo's Bizarre Adventure  Tome 14: Le Navire désert et le Singe (Stardust Crusaders  #2),Hans Jonas/Lawrence Vogel/Eleonore Jonas,3.84,228,2000,
3745,Jojo's Bizarre Adventure  Tome 13: Le Maléfice de Dio (Stardust Crusaders  #1),Hanshan/Red Pine/John Blofeld,3.84,228,2000,
3746,Jojo's Bizarre Adventure  Tome 5: La dernière onde (Phantom Blood  #5),Harlan Coben,3.84,228,2000,
3747,Jojo's Bizarre Adventure  Tome 9: Ruée vers la falaise de la mort! (Battle Tendency  #4),Harlan Coben,3.84,228,2000,
3748,Jojo's Bizarre Adventure  Tome 18: Death Thirteen (Stardust Crusaders  #6),Harlan Coben,3.84,228,2000,
3749,Jojo's Bizarre Adventure  Tome 11: Le guerrier qui retourne au vent (Battle Tendency  #6),Harlan Coben,3.84,228,2000,
3750,Jojo's Bizarre Adventure  Tome 16: L'Expérience du combat ! (Stardust Crusaders  #4),Harlan Coben,3.84,229,2000,
3751,Jojo's Bizarre Adventure  Tome 14: Le revolver est plus fort que l'épée (Stardust Crusaders  #3),Harlan Coben,3.84,229,2000,
3752,From Far Away  Vol. 12,Harlan Coben,3.84,229,2000,
3753,From Far Away  Vol. 13,Harlan Coben/Martine Leconte,3.84,229,2000,
3754,From Far Away  Vol. 14,Harlan Ellison,3.84,229,2000,
3755,Very Far Away from Anywhere Else,Harlow Giles Unger,3.84,229,2000,
3756,Vagabond  Volume 20,Harold Abelson/Gerald Jay Sussman/Julie Sussman,3.84,229,2000,
3757,彼方から 13,Harold Bloom,3.84,229,2000,
3758,Tsubasa: RESERVoir CHRoNiCLE  Vol. 11,Harold Bloom,3.84,229,2000,
3759,Tsubasa: RESERVoir CHRoNiCLE  Vol. 3,Harold Bloom,3.84,229,2000,
3760,Tsubasa: RESERVoir CHRoNiCLE  Vol. 1,Harold Bloom,3.84,229,2000,
3761,Tsubasa: RESERVoir CHRoNiCLE  Vol. 10,Harold Bloom,3.84,229,2000,
3762,Tsubasa: RESERVoir CHRoNiCLE  Vol. 8,Harold Bloom/Amy Sickels,3.84,229,2000,
3763,Tsubasa: RESERVoir CHRoNiCLE  Vol. 6,Harold Bloom/Harper Lee,3.84,229,2000,
3764,Tsubasa: RESERVoir CHRoNiCLE  Vol. 04 (Tsubasa: RESERVoir CHRoNiCLE  #4),Harold Bloom/Terry Southern/David H. Goldsmith/James Lundquist/Lawrence R. Broer/Peter J. Reed/Loree Rackstraw/William S. Doxey/Jerome Klinkowitz/Richard Giannone/John L. Simons/Leonard Mustazza/Zoltan Ab di-Nagy/Peter Freese/Wendy B. Faris,3.84,229,2000,
3765,Tsubasa: RESERVoir CHRoNiCLE  Vol. 09,Harold Bloom/Terry Southern/David H. Goldsmith/James Lundquist/Lawrence R. Broer/Peter J. Reed/Loree Rackstraw/William S. Doxey/Jerome Klinkowitz/Richard Giannone/John L. Simons/Leonard Mustazza/Zoltan Ab di-Nagy/Peter Freese/Wendy B. Faris,3.85,229,2000,
3766,Tsubasa: RESERVoir CHRoNiCLE  Vol. 12,Harold C. Livesay,3.85,229,2000,
3767,ツバサ-RESERVoir CHRoNiCLE- 4,Harold Coyle,3.85,229,2000,
3768,ツバサ-RESERVoir CHRoNiCLE- 6,Harold G. Moore/Joseph L. Galloway,3.85,229,2000,
